platform,post_id_hash,brand,market_group,country_or_region,price_tier,product_category,keyword,publish_time,collect_time,title,description,hashtags,like_count,comment_count,collect_count,share_count,author_follower_bucket,is_sponsored_hint
douyin,35594d6e61918394f295,Estée Lauder,International luxury,United States,luxury,base,Estée Lauder 气垫 测评,2026-06-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Estée Lauder 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#气垫 #International luxury,665,41,130,37,1k-10k,False
douyin,1b101ee0346d10619b20,Estée Lauder,International luxury,United States,luxury,base,Estée Lauder 粉底液 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Estée Lauder 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#粉底液 #International luxury,105,3,19,5,100k-1m,False
xiaohongshu,e6589040e27928c3db8b,Lancôme,International luxury,France,luxury,base,Lancôme 气垫 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#气垫 #International luxury,174,6,36,17,10k-100k,False
xiaohongshu,e2cad349a366809e0405,Lancôme,International luxury,France,luxury,base,Lancôme 气垫 测评,2026-02-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#气垫 #International luxury,42,3,11,2,10k-100k,False
xiaohongshu,38db1f3f982ecc7bd2c2,Lancôme,International luxury,France,luxury,lip,Lancôme 口红 测评,2026-01-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。干皮可能拔干,#口红 #International luxury,83,2,29,2,1k-10k,False
xiaohongshu,5b37735f77e687585b05,Lancôme,International luxury,France,luxury,lip,Lancôme 唇泥 测评,2026-04-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#唇泥 #International luxury,92,5,11,6,10k-100k,False
xiaohongshu,db94281db518eb482a47,Lancôme,International luxury,France,luxury,base,Lancôme 粉饼 测评,2026-03-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#粉饼 #International luxury,145,14,18,7,10k-100k,False
douyin,458000fcef123cbaf6ec,Lancôme,International luxury,France,luxury,lip,Lancôme 唇釉 测评,2026-04-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 唇釉｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#唇釉 #International luxury,305,20,80,6,10k-100k,False
douyin,117ca401d1d43b8b876d,Lancôme,International luxury,France,luxury,base,Lancôme 粉底液 测评,2026-03-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉底液 #International luxury,1762,77,377,101,100k-1m,False
douyin,95d6295e61b50bc4ebc6,Lancôme,International luxury,France,luxury,base,Lancôme 粉饼 测评,2026-04-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#粉饼 #International luxury,573,34,166,35,10k-100k,False
douyin,ccaf2c2ed4433f39f3ca,Lancôme,International luxury,France,luxury,lip,Lancôme 唇泥 测评,2026-05-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#唇泥 #International luxury,72,7,11,2,10k-100k,False
douyin,c597868d14300c63fdb1,Lancôme,International luxury,France,luxury,lip,Lancôme 口红 测评,2026-05-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Lancôme 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#口红 #International luxury,355,38,97,7,10k-100k,False
xiaohongshu,d13610be00ddfd8cd021,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 口红 测评,2026-05-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 口红｜持妆实测,通勤使用8小时记录，持妆实测。但有点卡粉,#口红 #Affordable C-beauty,486,26,147,21,10k-100k,False
xiaohongshu,835a5ea7cdbd1f95f6a7,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 唇泥 测评,2026-06-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#唇泥 #Affordable C-beauty,102,8,39,8,1k-10k,False
xiaohongshu,83494965cfd49801c822,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 唇泥 测评,2026-02-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 唇泥｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#唇泥 #Affordable C-beauty,410,39,72,6,100k-1m,False
xiaohongshu,d66ada50b5db3a4f4c8d,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 唇泥 测评,2026-02-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#唇泥 #Affordable C-beauty,195,4,12,14,1k-10k,False
xiaohongshu,eae5fa9e7446ddebe15b,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 口红 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#口红 #Affordable C-beauty,114,7,8,6,100k-1m,False
douyin,1165a4510268b9dbe8fe,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 口红 测评,2026-05-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。但有点卡粉,#口红 #Affordable C-beauty,84,4,9,1,1k-10k,False
douyin,d2e66df7e5043acbd2aa,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 唇泥 测评,2026-06-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#唇泥 #Affordable C-beauty,433,18,139,7,1k-10k,False
douyin,d6ab9e66560efc84529e,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 唇泥 测评,2026-04-10 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#唇泥 #Affordable C-beauty,112,6,21,1,100k-1m,False
douyin,99bcabfda2b700779e46,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 口红 测评,2026-04-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 口红｜持妆实测,通勤使用8小时记录，持妆实测。但有点卡粉,#口红 #Affordable C-beauty,446,27,158,8,10k-100k,False
douyin,015bb293ec1e02110406,INTO YOU,Affordable C-beauty,China,affordable,lip,INTO YOU 唇泥 测评,2026-01-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,INTO YOU 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#唇泥 #Affordable C-beauty,497,13,37,21,1k-10k,False
xiaohongshu,e37098396f5f78249e55,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眉笔 测评,2026-02-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眉笔｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#眉笔 #Affordable C-beauty,81,5,11,7,1k-10k,False
xiaohongshu,8b144313b5ff108426c1,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眉笔 测评,2026-06-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眉笔｜持妆实测,通勤使用8小时记录，持妆实测。,#眉笔 #Affordable C-beauty,178,4,63,14,10k-100k,False
xiaohongshu,3b7e268433fcf054a0a4,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眼影 测评,2026-05-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眼影｜持妆实测,通勤使用8小时记录，持妆实测。,#眼影 #Affordable C-beauty,1047,115,384,101,10k-100k,False
xiaohongshu,7e8bc6e2b97c57a0c9b5,Judydoll,Affordable C-beauty,China,affordable,base,Judydoll 粉饼 测评,2026-04-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#粉饼 #Affordable C-beauty,409,13,132,17,1k-10k,False
xiaohongshu,afbabdce6d0dc314c9f1,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眼影 测评,2026-05-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眼影｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#眼影 #Affordable C-beauty,290,12,74,11,10k-100k,False
douyin,962fe78b76f8c6e88099,Judydoll,Affordable C-beauty,China,affordable,base,Judydoll 气垫 测评,2026-02-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 气垫｜学生党平替,通勤使用8小时记录，学生党平替。,#气垫 #Affordable C-beauty,260,25,46,25,1k-10k,False
douyin,b8f8671fed0cf4fd9ac2,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眉笔 测评,2026-04-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眉笔｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#眉笔 #Affordable C-beauty,584,47,164,35,100k-1m,False
douyin,eefe937ee8ecdd4678eb,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眼影 测评,2026-05-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眼影｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#眼影 #Affordable C-beauty,241,13,47,23,1k-10k,False
douyin,6678064b687ad69075a7,Judydoll,Affordable C-beauty,China,affordable,eye,Judydoll 眼影 测评,2026-02-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#眼影 #Affordable C-beauty,327,27,108,25,1k-10k,False
douyin,c3f7360f4993451c85bc,Judydoll,Affordable C-beauty,China,affordable,base,Judydoll 粉底液 测评,2026-06-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Judydoll 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉底液 #Affordable C-beauty,218,10,76,13,100k-1m,False
xiaohongshu,96abb09abfcdaf29a54a,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 口红 测评,2026-01-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#口红 #Affordable C-beauty,508,26,45,34,100k-1m,False
xiaohongshu,d249a80dc07211559cc2,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 唇泥 测评,2026-03-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#唇泥 #Affordable C-beauty,91,7,23,5,1k-10k,False
xiaohongshu,0b3c5f52bf69386bf572,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 口红 测评,2026-03-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#口红 #Affordable C-beauty,687,69,162,21,10k-100k,False
xiaohongshu,fb414150b3c36dad91d6,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 唇泥 测评,2026-05-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#唇泥 #Affordable C-beauty,560,26,30,7,1k-10k,False
xiaohongshu,18b604db0af35c0c21af,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 唇泥 测评,2026-01-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #Affordable C-beauty,851,60,205,15,10k-100k,False
douyin,02feae0b8cc08cd2a989,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 唇釉 测评,2026-03-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。,#唇釉 #Affordable C-beauty,430,46,73,41,1k-10k,False
douyin,a1c4761c5c57dc509d41,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 口红 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#口红 #Affordable C-beauty,294,29,75,9,100k-1m,False
douyin,7fcd3c47075b4c4e6ed9,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 口红 测评,2026-05-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#口红 #Affordable C-beauty,226,12,42,10,10k-100k,False
douyin,7b436703b8ccb682703d,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 唇釉 测评,2026-01-26 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 唇釉｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#唇釉 #Affordable C-beauty,880,33,256,22,10k-100k,False
douyin,44bcf2e38531fe7fa7d8,Colorkey,Affordable C-beauty,China,affordable,lip,Colorkey 唇泥 测评,2026-03-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,Colorkey 唇泥｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#唇泥 #Affordable C-beauty,426,16,89,40,1k-10k,False
xiaohongshu,a00d8f4b408ae652a33d,Perfect Diary,Affordable C-beauty,China,affordable,lip,Perfect Diary 口红 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#口红 #Affordable C-beauty,630,24,220,42,100k-1m,False
xiaohongshu,bf633581e61d8b19aa12,Perfect Diary,Affordable C-beauty,China,affordable,base,Perfect Diary 粉饼 测评,2026-04-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#粉饼 #Affordable C-beauty,125,3,22,8,1k-10k,False
xiaohongshu,d16407f9197e9cf6c9e3,Perfect Diary,Affordable C-beauty,China,affordable,lip,Perfect Diary 唇泥 测评,2026-01-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#唇泥 #Affordable C-beauty,81,5,25,2,10k-100k,False
xiaohongshu,365e57d1c663c8ae6617,Perfect Diary,Affordable C-beauty,China,affordable,lip,Perfect Diary 唇泥 测评,2026-02-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#唇泥 #Affordable C-beauty,152,9,23,1,1k-10k,False
xiaohongshu,d97d69dcc4eed143e924,Perfect Diary,Affordable C-beauty,China,affordable,lip,Perfect Diary 唇泥 测评,2026-06-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#唇泥 #Affordable C-beauty,109,7,11,7,1k-10k,False
douyin,858abcfe158ac5f1c923,Perfect Diary,Affordable C-beauty,China,affordable,base,Perfect Diary 气垫 测评,2026-05-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 气垫｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#气垫 #Affordable C-beauty,62,4,7,1,1k-10k,False
douyin,6c7128649f5ddc7d3de2,Perfect Diary,Affordable C-beauty,China,affordable,base,Perfect Diary 粉饼 测评,2026-03-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#粉饼 #Affordable C-beauty,489,29,94,42,1k-10k,False
douyin,3355a57e747caa683843,Perfect Diary,Affordable C-beauty,China,affordable,lip,Perfect Diary 唇泥 测评,2026-01-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#唇泥 #Affordable C-beauty,298,22,27,3,1k-10k,False
douyin,1993ed34a44d2ff5b289,Perfect Diary,Affordable C-beauty,China,affordable,base,Perfect Diary 粉饼 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#粉饼 #Affordable C-beauty,64,5,18,3,10k-100k,False
douyin,5093bc02b386815e9954,Perfect Diary,Affordable C-beauty,China,affordable,lip,Perfect Diary 唇泥 测评,2026-04-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Perfect Diary 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#唇泥 #Affordable C-beauty,180,5,63,7,1k-10k,False
xiaohongshu,e9504b48596e0b512903,Joocyee,Affordable C-beauty,China,mid,lip,Joocyee 唇泥 测评,2026-05-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 唇泥｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#唇泥 #Affordable C-beauty,1447,113,539,110,100k-1m,False
xiaohongshu,21c2f757100a2f0cd7ae,Joocyee,Affordable C-beauty,China,mid,lip,Joocyee 唇釉 测评,2026-01-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 唇釉｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#唇釉 #Affordable C-beauty,88,9,17,0,1k-10k,False
xiaohongshu,76e0e4958d39843c3253,Joocyee,Affordable C-beauty,China,mid,base,Joocyee 粉饼 测评,2026-06-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#粉饼 #Affordable C-beauty,165,15,10,13,100k-1m,False
xiaohongshu,5e88236d4401714c9136,Joocyee,Affordable C-beauty,China,mid,base,Joocyee 粉底液 测评,2026-02-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#粉底液 #Affordable C-beauty,82,6,17,2,10k-100k,False
xiaohongshu,3de70f61fae6b9593a8f,Joocyee,Affordable C-beauty,China,mid,lip,Joocyee 口红 测评,2026-03-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。,#口红 #Affordable C-beauty,413,32,69,38,1k-10k,False
douyin,24e1b074ad1230ef5142,Joocyee,Affordable C-beauty,China,mid,lip,Joocyee 口红 测评,2026-01-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 口红｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#口红 #Affordable C-beauty,76,2,22,3,100k-1m,False
douyin,f211b1ce88e5898b42e6,Joocyee,Affordable C-beauty,China,mid,base,Joocyee 粉饼 测评,2026-03-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#粉饼 #Affordable C-beauty,763,57,82,36,10k-100k,False
douyin,b16000a1fa7524bc8597,Joocyee,Affordable C-beauty,China,mid,base,Joocyee 气垫 测评,2026-01-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#气垫 #Affordable C-beauty,195,13,72,6,10k-100k,False
douyin,20c5d683f3dbf7bd5065,Joocyee,Affordable C-beauty,China,mid,lip,Joocyee 唇釉 测评,2026-02-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 唇釉｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#唇釉 #Affordable C-beauty,435,15,137,22,1k-10k,False
douyin,e15590dc201a2a2f6e37,Joocyee,Affordable C-beauty,China,mid,base,Joocyee 粉底液 测评,2026-05-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,Joocyee 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#粉底液 #Affordable C-beauty,2076,84,365,67,1k-10k,False
xiaohongshu,fd174101aa6316279302,Carslan,Affordable C-beauty,China,mid,base,Carslan 气垫 测评,2026-01-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Carslan 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#气垫 #Affordable C-beauty,11,1,0,0,1k-10k,False
xiaohongshu,2a6a122b687d7dad0d4a,Carslan,Affordable C-beauty,China,mid,base,Carslan 粉饼 测评,2026-05-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,Carslan 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#粉饼 #Affordable C-beauty,302,22,74,5,1k-10k,False
